model_id,label,device_type,text,response,tool_call,entity_diff
"assistant","Bad","todo-list","put apples on the shopping list","Unknown intent HassShoppingListAddItem","None","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"assistant","Good","todo-list","Put history homework on personal tasks list","Added history homework","None","{}"
"assistant","Good","todo-list","Put clean the kitchen on personal tasks list","Added clean the kitchen","None","{}"
"assistant","Good","todo-list","Add history homework to my personal tasks","Added history homework","None","{}"
"assistant","Bad","todo-list","Add history homework to my tasks","Sorry, I am not aware of any device called tasks","None","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"assistant","Bad","todo-list","Put history homework on my task list","Sorry, I am not aware of any device called task list","None","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"assistant","Bad","todo-list","Add clean the kitchen to my todo list","Sorry, I am not aware of any device called todo list","None","{'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
assistant/desert-retreat-us-timer.yaml
"assistant","Bad","timer","Start a 1 hour timer","Sorry, I am not aware of any device called a 1 hour timer","None","Entity defined in eval task does not exist: timer.timer"
"assistant","Bad","timer","5 minute timer","Sorry, I couldn't understand that","None","Entity defined in eval task does not exist: timer.timer"
"assistant","Bad","timer","Start a 20 minute pizza timer","Sorry, I am not aware of any device called a 20 minute pizza timer","None","Entity defined in eval task does not exist: timer.timer"
assistant/home1-us-cover-garage.yaml
"assistant","Good","cover-garage","Close the garage door","Closed the garage","None","{}"
"assistant","Good","cover-garage","Close the garage door","Closed the garage","None","{}"
"assistant","Good","cover-garage","Please open the garage door","Opened the garage","None","{}"
"assistant","Good","cover-garage","Open the garage door","Opened the garage","None","{}"
assistant/home7-dk-cover-curtain.yaml
"assistant","Good","cover-curtain","Open the smart curtain","Opened","None","{}"
"assistant","Bad","cover-curtain","Open the living room smart curtain","Sorry, I am not aware of any device called living room smart curtain","None","{'cover.smart_curtain': {'expected': {'state': 'opening'}, 'got': {'state': 'closed'}}}"
"assistant","Bad","cover-curtain","Open the living room curtains","Sorry, I am not aware of any curtain in the Living Room area","None","{'cover.smart_curtain': {'expected': {'state': 'opening'}, 'got': {'state': 'closed'}}}"
"assistant","Bad","cover-curtain","Close the smart cutains","Sorry, I am not aware of any device called smart cutains","None","{'cover.smart_curtain': {'expected': {'state': 'closing'}, 'got': {'state': 'closed'}}}"
"assistant","Bad","cover-curtain","Close the living room curtain","Sorry, I am not aware of any curtain in the Living Room area","None","{'cover.smart_curtain': {'expected': {'state': 'closing'}, 'got': {'state': 'closed'}}}"
"assistant","Bad","cover-curtain","Close the curtains","Sorry, I couldn't understand that","None","{'cover.smart_curtain': {'expected': {'state': 'closing'}, 'got': {'state': 'closed'}}}"
"assistant","Good","cover-curtain","Set the smart curtain to 50%","Position set","None","{}"
"assistant","Bad","cover-curtain","Set the living room curtains to 50%","Sorry, I am not aware of any curtain in the Living Room area","None","{'cover.smart_curtain': {'expected': {'state': 'opening'}, 'got': {'state': 'closed'}}}"
